,text,label
6551,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .,2
6552,This Scarlet 's letter is A. . .,3
6553,"as in aimless , arduous , and arbitrary .",2
6554,Plays like a glossy melodrama that occasionally verges on camp .,2
6555,The central character is n't complex enough to hold our interest .,3
6556,"A modestly comic , modestly action-oriented World War II adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight .",3
6557,A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,2
6558,"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .",2
6559,"A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",2
6560,"There 's a heavy stench of ` been there , done that ' hanging over the film .",2
6561,It 's everything you 'd expect -- but nothing more .,3
6562,The biggest problem with Satin Rouge is Lilia herself .,2
6563,"She 's a cipher , played by an actress who smiles and frowns but does n't reveal an inner life .",3
6564,"A quaint , romanticized rendering .",4
6565,"What with the incessant lounge music playing in the film 's background , you may mistake Love Liza for an Adam Sandler Chanukah song .",3
6566,The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .,3
6567,A potentially good comic premise and excellent cast are terribly wasted .,2
6568,Woody Allen used to ridicule movies like Hollywood Ending .,2
6569,Now he makes them .,3
6570,"She 's not yet an actress , not quite a singer ...",3
6571,"Not a bad premise , but the execution is lackluster at best .",3
6572,Been there done that .,2
6573,There is only so much baked cardboard I need to chew .,2
6574,A movie like The Guys is why film criticism can be considered work .,2
6575,"Schnitzler 's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .",3
6576,"Even if it made its original release date last fall , it would 've reeked of a been-there , done-that sameness .",2
6577,Only two-fifths of a satisfying movie experience .,3
6578,"A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .",1
6579,A movie version of a paint-by-numbers picture .,1
6580,"We can tell what it is supposed to be , but ca n't really call it a work of art .",2
6581,"It 's a brilliant , honest performance by Nicholson , but the film is an agonizing bore except when the fantastic Kathy Bates turns up .",3
6582,Bravado Kathy !,4
6583,... Liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .,2
6584,Too bad .,2
6585,You can thank me for this .,3
6586,I saw Juwanna Mann so you do n't have to .,3
6587,"Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .",1
6588,"Basically , it 's pretty but dumb .",3
6589,This romantic/comedy asks the question how much souvlaki can you take before indigestion sets in .,2
6590,"Squandering his opportunity to make absurdist observations , Burns gets caught up in the rush of slapstick thoroughfare .",2
6591,"There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but Kang tacks on three or four more endings .",3
6592,"Reeboir varies between a sweet smile and an angry bark , while Said attempts to wear down possible pupils through repetition .",3
6593,"It has no affect on the Kurds , but it wore me down .",2
6594,"The actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",1
6595,"Co-writer/director Jonathan Parker 's attempts to fashion a Brazil-like , hyper-real satire fall dreadfully short .",1
6596,"If this silly little cartoon can inspire a few kids not to grow up to be greedy bastards , more power to it .",3
6597,"A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : Everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .",2
6598,"If there 's a heaven for bad movies , Deuces Wild is on its way .",1
6599,Comes off like a bad imitation of the Bard .,2
6600,What 's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .,1
6601,Being latently gay and liking to read are hardly enough .,3
6602,An uninspired preachy and clichéd war film .,2
6603,Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,1
6604,A movie that harps on media-constructed ` issues ' like whether compromise is the death of self ... this Orgasm ( wo n't be an ) exceedingly memorable one for most people .,2
6605,Slackers ' jokey approach to college education is disappointingly simplistic -- the film 's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by .,3
6606,"If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .",2
6607,The movie is too impressed with its own solemn insights to work up much entertainment value .,2
6608,I have n't seen such self-amused trash since Freddy Got Fingered .,2
6609,Little more than a well-mounted history lesson .,2
6610,"Rob Schneider 's infantile cross-dressing routines fill The Hot Chick , the latest gimmick from this unimaginative comedian .",1
6611,"A horrible , 99-minute stink bomb .",1
6612,"The film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .",2
6613,The film is so bad it does n't improve upon the experience of staring at a blank screen .,1
6614,Sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life .,1
6615,"It jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier .",1
6616,How I Killed My Father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .,3
6617,"When it comes to the battle of Hollywood vs. Woo , it looks like Woo 's a P.O.W.",2
6618,"There are a few chuckles , but not a single gag sequence that really scores , and the stars seem to be in two different movies .",3
6619,"The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .",2
6620,"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",1
6621,The mushy finale turns John Q into a movie-of-the-week tearjerker .,4
6622,"Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .",2
6623,"The movie turns out to be ( Assayas ' ) homage to the Gallic ` tradition of quality , ' in all its fusty squareness .",2
6624,"Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .",2
6625,( Seems ) even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .,2
6626,It 's hard to imagine that even very small children will be impressed by this tired retread .,1
6627,"Neither as scary-funny as Tremors nor demented-funny as Starship Troopers , the movie is n't tough to take as long as you 've paid a matinee price .",2
6628,"If swimfan does catch on , it may be because teens are looking for something to make them laugh .",2
6629,What might 've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,3
6630,"The Master of Disguise may have made a great Saturday Night Live sketch , but a great movie it is not .",2
6631,It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .,1
6632,"Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .",1
6633,It 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .,1
6634,"Unfortunately , that 's precisely what Arthur Dong 's Family Fundamentals does .",2
6635,Has the marks of a septuagenarian ; it 's a crusty treatment of a clever gimmick .,3
6636,"Like a medium-grade network sitcom -- mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .",2
6637,Something must have been lost in the translation .,2
6638,Becomes the last thing you would expect from a film with this title or indeed from any Plympton film : boring .,2
6639,"In the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .",2
6640,Chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .,2
6641,Rock 's stand-up magic wanes .,2
6642,"Hopkins , squarely fills the screen .",5
6643,Action - mechanical .,2
6644,`` The Tuxedo '' should have been the vehicle for Chan that `` The Mask '' was for Jim Carrey .,3
6645,"Alas , it 's the man that makes the clothes .",4
6646,"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming .",2
6647,"The biggest problem I have ( other than the very sluggish pace ) is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .",2
6648,What puzzles me is the lack of emphasis on music in Britney Spears ' first movie .,3
6649,"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .",2
6650,City by the Sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for .,4
6651,But how it washed out despite all of that is the project 's prime mystery .,2
6652,"Whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes .",2
6653,"As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .",3
6654,There ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .,3
6655,"I enjoyed the movie in a superficial way , while never sure what its purpose was .",4
6656,What a pity ... that the material is so second-rate .,2
6657,"Does n't deliver a great story , nor is the action as gripping as in past Seagal films .",2
6658,The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .,1
6659,"Nicks refuses to let Slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .",4
6660,Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,1
6661,"Amid the cliché and foreshadowing , Cage manages a degree of casual realism ... that is routinely dynamited by Blethyn .",3
6662,"Mostly , Shafer and co-writer Gregory Hinton lack a strong-minded viewpoint , or a sense of humor .",2
6663,No cliche escapes the perfervid treatment of gang warfare called ces Wild .,2
6664,"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .",2
6665,Strictly a ` guy 's film ' in the worst sense of the expression .,2
6666,"There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",2
6667,"It 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's .",2
6668,There 's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where Santa gives gifts to grownups .,2
6669,"We 're left with a story that tries to grab us , only to keep letting go at all the wrong moments .",2
6670,"Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",1
6671,There is nothing redeeming about this movie .,1
6672,"The film has ( its ) moments , but they are few and far between .",2
6673,"I was trying to decide what annoyed me most about God is Great ... I 'm Not , and then I realized that I just did n't care .",1
6674,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,1
6675,Deserves high marks for political courage but barely gets by on its artistic merits .,3
6676,... comes alive only when it switches gears to the sentimental .,2
6677,Brosnan 's finest non-Bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .,2
6678,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact .",4
6679,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",2
6680,Tsai may be ploughing the same furrow once too often .,3
6681,"Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .",2
6682,ZigZag might have been richer and more observant if it were less densely plotted .,2
6683,How can such a cold movie claim to express warmth and longing ?,2
6684,"In truth , it has all the heart of a porno flick ( but none of the sheer lust ) .",2
6685,Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .,2
6686,Episode II -- Attack of the Clones is a technological exercise that lacks juice and delight .,2
6687,The problem with all of this : It 's not really funny .,2
6688,( Denis ' ) bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product .,2
6689,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",2
6690,Viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some Freudian puppet .,3
6691,Overall tomfoolery like this is a matter of taste .,2
6692,The mantra behind the project seems to have been ` it 's just a kids ' flick . ',2
6693,Translation : ` We do n't need to try very hard . ',2
6694,"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",1
6695,"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",2
6696,So here it is : It 's about a family of sour immortals .,3
6697,an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades,2
6698,The author 's devotees will probably find it fascinating ; others may find it baffling .,2
6699,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",2
6700,"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",1
6701,A cockeyed shot all the way .,2
6702,"Lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you 'll leave the theater wondering why these people mattered .",2
6703,"Unfortunately , One Hour Photo lives down to its title .",1
6704,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",1
6705,"Cold , Sterile And Lacking Any Color Or Warmth .",1
6706,The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,2
6707,Seems like someone going through the motions .,2
6708,"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children 's film .",2
6709,"Well , in some of those , the mother deer even dies .",2
6710,"Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .",3
6711,"Impostor does n't do much with its template , despite a remarkably strong cast .",3
6712,"Wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean-spirited .",3
6713,"Choppy , overlong documentary about ` The Lifestyle . '",2
6714,One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,1
6715,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",2
6716,It 's a fanboy ` what if ? ',3
6717,brought to life on the big screen .,4
6718,The story itself is actually quite vapid .,2
6719,"It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .",2
6720,Wait for pay per view or rental but do n't dismiss BarberShop out of hand .,3
6721,"A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .",2
6722,"Each scene drags , underscoring the obvious , and sentiment is slathered on top .",2
6723,"Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .",1
6724,Then Nadia 's birthday might not have been such a bad day after all .,3
6725,"One of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily .",3
6726,"Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .",1
6727,"Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker 's film pushes all the demographically appropriate comic buttons .",4
6728,It 's the funniest American comedy since Graffiti Bridge .,5
6729,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",2
6730,What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .,1
6731,The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .,1
6732,"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",2
6733,Solondz may well be the only one laughing at his own joke,2
6734,"Stitch is a bad mannered , ugly and destructive little **** .",1
6735,"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",1
6736,"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .",1
6737,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,3
6738,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",1
6739,"It is bad , but certainly not without merit as entertainment .",2
6740,"For its 100 minutes running time , you 'll wait in vain for a movie to happen .",1
6741,A work that lacks both a purpose and a strong pulse .,1
6742,A faster paced family flick .,4
6743,Upper Teens may get cynical .,2
6744,Smaller numbered kidlets will enjoy .,4
6745,"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",2
6746,It 's a road-trip drama with too many wrong turns .,1
6747,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",2
6748,"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",3
6749,"`` I blame all men for war , '' ( the warden 's daughter ) tells her father .",3
6750,The movie is about as deep as that sentiment .,2
6751,It 's fitfully funny but never really takes off .,3
6752,"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .",2
6753,"By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop .",4
6754,"For all the complications , it 's all surprisingly predictable .",3
6755,It 's been 20 years since 48 Hrs .,3
6756,made Eddie Murphy a movie star and the man has n't aged a day .,4
6757,But his showboating wise-cracker stock persona sure is getting old .,3
6758,"If Deuces Wild had been tweaked up a notch it would have become a camp adventure , one of those movies that 's so bad it starts to become good .",3
6759,But it was n't .,2
6760,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",2
6761,"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",2
6762,"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",1
6763,"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .",2
6764,"A nearly 21/2 hours , the film is way too indulgent .",2
6765,Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,2
6766,It looks much more like a cartoon in the end than The Simpsons ever has .,3
6767,"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .",2
6768,Does n't really add up to much .,2
6769,"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",2
6770,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,2
6771,A prolonged extrusion of psychopathic pulp .,2
6772,Borrows from other movies like it in the most ordinary and obvious fashion .,2
6773,It 's surprisingly bland despite the heavy doses of weird performances and direction .,2
6774,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",1
6775,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",2
6776,"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .",2
6777,It 's like a drive-by .,2
6778,"You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .",2
6779,Everything -- even life on an aircraft carrier -- is sentimentalized .,2
6780,"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .",1
6781,Stress ` dumb . ',2
6782,"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",3
6783,"When your subject is illusion versus reality , should n't the reality seem at least passably real ?",2
6784,"It 's a terrible movie in every regard , and utterly painful to watch .",1
6785,"This is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question ` Why ? '",1
6786,A fan film that for the uninitiated plays better on video with the sound turned down .,2
6787,Too infuriatingly quirky and taken with its own style .,2
6788,There 's a whole heap of nothing at the core of this slight coming-of-age/coming-out tale .,2
6789,"As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .",4
6790,The type of dumbed-down exercise in stereotypes that gives the ( teen comedy ) genre a bad name .,2
6791,Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,1
6792,Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .,1
6793,"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",2
6794,"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '",2
6795,Just is n't as weird as it ought to be .,2
6796,"A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films .",2
6797,( Siegel ) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .,2
6798,No film could possibly be more contemptuous of the single female population .,1
6799,` Hey Arnold ! ',3
6800,has some visual wit ... but little imagination elsewhere .,3
6801,"They 're going through the motions , but the zip is gone .",3
6802,A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,2
6803,"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",1
6804,"Then again , in a better movie , you might not have noticed .",1
6805,It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,3
6806,"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''",2
6807,"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''",2
6808,"Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés .",2
6809,"It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .",4
6810,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",2
6811,"The problem with The Bread , My Sweet is that it 's far too sentimental .",2
6812,A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,3
6813,Falls short in explaining the music and its roots .,3
6814,Never inspires more than an interested detachment .,2
6815,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .,1
6816,"Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",2
6817,"Pretty much sucks , but has a funny moment or two .",2
6818,They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,3
6819,A supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .,2
6820,"It ends up being neither , and fails at both endeavors .",1
6821,Two badly interlocked stories drowned by all too clever complexity .,2
6822,"It is so earnest , so overwrought and so wildly implausible that it begs to be parodied .",3
6823,These are textbook lives of quiet desperation .,2
6824,"Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .",3
6825,"Claims to sort the bad guys from the good , which is its essential problem .",2
6826,"Purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .",1
6827,"Feels like pieces a bunch of other , better movies slapped together .",2
6828,"Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences .",3
6829,"Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .",2
6830,"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",2
6831,One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,1
6832,Phoned-in business as usual .,2
6833,"There 's an epic here , but you have to put it together yourself .",3
6834,"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",1
6835,"Director-chef Gabriele Muccino keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale .",3
6836,"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",1
6837,The most horrific movie experience I 've had since `` Ca n't Stop The Music . '',1
6838,It may as well be called `` Jar-Jar Binks : The Movie . '',1
6839,It 's that painful .,1
6840,"God is great , the movie 's not .",3
6841,"Like a three-ring circus , there are side stories aplenty -- none of them memorable .",2
6842,"When in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .",3
6843,Or else a doggie winks .,3
6844,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",1
6845,As original and insightful as last week 's episode of Behind the Music .,2
6846,Plays like John Le Carré with a couple of burnt-out cylinders .,2
6847,You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,1
6848,"It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments .",4
6849,Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .,4
6850,A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .,1
6851,( Crystal and De Niro ) manage to squeeze out some good laughs but not enough to make this silly con job sing .,3
6852,"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",1
6853,The Christ allegory does n't work because there is no foundation for it,2
6854,"Go for La Salle 's performance , and make do as best you can with a stuttering script .",3
6855,"It 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .",2
6856,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",2
6857,I did n't find much fascination in the swinging .,2
6858,"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .",2
6859,But that they are doing it is thought-provoking .,4
6860,"The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",2
6861,"After Collateral Damage , you might imagine that most every aggrieved father cliché has been unturned .",1
6862,But no. .,2
6863,"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .",1
6864,"Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them .",2
6865,Tedious Norwegian offering which somehow snagged an Oscar nomination .,2
6866,It was a dark and stormy night ...,3
6867,"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",2
6868,This sort of cute and cloying material is far from Zhang 's forte and it shows .,3
6869,"Bray is completely at sea ; with nothing but a Savage Garden music video on his resume , he has no clue about making a movie .",1
6870,"Freundlich 's made ( Crudup ) a suburban architect , and a cipher .",3
6871,"a huge disappointment coming , as it does , from filmmakers and performers of this calibre",1
6872,"Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .",2
6873,Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,3
6874,What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,2
6875,Exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .,2
6876,Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .,2
6877,"Even with Harris 's strong effort , the script gives him little to effectively probe Lear 's soul-stripping breakdown .",3
6878,The story is bogus and its characters tissue-thin .,1
6879,"Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing , Who Is Cletis Tout ?",3
6880,is an inexpressible and drab wannabe looking for that exact niche .,2
6881,"While American Adobo has its heart ( and its palate ) in the right place , its brain is a little scattered -- ditsy , even .",2
6882,"Imagine a film that begins as a Seven rip-off , only to switch to a mix of The Shining , The Thing , and any naked teenagers horror flick from the 1980s .",2
6883,Most of the dialogue made me want to pack raw dough in my ears .,1
6884,"Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .",2
6885,"It 's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate .",2
6886,"Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .",4
6887,turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters,1
6888,Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,3
6889,"High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .",1
6890,Set in a 1986 Harlem that does n't look much like anywhere in New York .,2
6891,The chocolate factory without Charlie .,2
6892,Long on twinkly-eyed close-ups and short on shame .,2
6893,Hip-hop rarely comes alive as its own fire-breathing entity in this picture .,2
