,name,tweet,sentiment
1226,Carol Marsden,@EtihadAirways Sent an email to your feedback address as told to do by cabin crew and no reply. Customer service is going down hill.,Strongly Negative
1227,ريما,"@EtihadAirways can i have your contact email, i received sms for reservation i did not make through my Visa card  !!",Strongly Negative
1228,yasmeen elanwar,"I Dunt know what's the RQID I called,sent dina sabry an email to provide me with the RQID but she did not answeri provide u wiz the case n",Strongly Negative
1229,Dr.Jitendra Awhad,@EtihadAirways flight #EY203 date 11.6.17 was delayed later cancelled and took 15 hours for chaos to settle.Then again a wrong email,Weekly Negative
1230,The Arsenal Way,"@EtihadAirways hi, lost an ipad on flight EY18 london to abu dhabi. Have emailed social media email but no response. Ref:INTR47111109. Help!",Strongly Positive
1231,Prakash,Hi Dino..i am not getting any email as mentioned in your tweet,Strongly Negative
1232,Sanjana Hattotuwa,"Unlike @TurkishAirlines, @EtihadAirways has taken nearly two years to compensate for lost luggage of friend, AFTER email assuring payment.",Strongly Positive
1233,Neil Squibs Younger,@EtihadAirways hi - can I ask - why send me an email asking to upgrade using miles only when I try website says you can't upgrade with them,Strongly Positive
1234,Jason Egan,Luca I ring everyday.They don't answer. I email everyday. They've stopped replying. Ultimately Etihad cancelled our flights. @EtihadAirways,Weekly Negative
1235,Jason Egan,"Luca, I ring everyday.They don't answer. I email everyday.They've stopped replying. Ultimately Etihad cancelled our flights. @EtihadAirways",Weekly Negative
1236,Jason Egan,"No one from GotoGate will confirm the refund, or answer email, tweets or calls.And you just refer me back to them. Appalling @EtihadAirways",Strongly Negative
1237,iMeno,"@EtihadAirways I sent an email to feedback@etihad.ae on may 21st email
Rev#INTR:46527182 but no one replied to me yet!!",Strongly Negative
1238,James Henderson,unfortunately it doesnt look like the confirmation email has that?,Weekly Negative
1239,Mohamed Abed,"@EtihadAirways email to the finance till today no reply, I purchased again yesterday and still waiting  😡😡😡😡😡😡",Weekly Negative
1240,Patience Haynes,"@EtihadAirways  Chennai to LHR my email is shahima_k@yahoo.com
Reimagine the customer experience and help me out. Nothing POSITIVE",Strongly Negative
1241,Erika Brodnock,@EtihadAirways still no response to my email re damaged back! #poorservice,Strongly Negative
1242,yashbohre,(1/2) got this mail so I booked a 20hr layover flight with @EtihadAirways  but Couldn't get a UAE visa.  pic.twitter.com/rriBaZM4IM,Strongly Positive
1243,Gilly Harrison,Hi Dino. I haven't had a response from social media email....,Weekly Negative
1244,Ram Prashanth,"center told me that my ticket would be canceled, if I did not email a copy of the credit card for verification.",Strongly Negative
1245,Ram Prashanth,Isn't it illegal to request a photocopy of the credit card to be sent via email?,Weekly Negative
1246,Ram Prashanth,@EtihadAirways: Is it legal to request for a copy of the customer's credit card & credit card statement via email for ticket verification??,Strongly Negative
1247,chota admi Rameez,no one even tried to contact me no reply to email . Shame on #jetairway @EtihadAirways @traveloneworld,Strongly Negative
1248,Sanjay Patil,@EtihadAirways How irresponsible! I sent an email baggageclaims@etihad.ae but during Feb but haven't got response yet! worst experience,Strongly Negative
1249,.,@EtihadAirways guys can you help me with a query? E-mail to your support team hasn't worked,Weekly Negative
1250,WONTRA,"#TravelDeals

Book @EtihadAirways flights to #Dubai, #London and #NewYork Call 01-4609944 or email info@wontra.com to make bookings.  pic.twitter.com/IHLYAmB0Am",Strongly Positive
1251,David Conn,Yet again @EtihadAirways asks for my email to take this offline - no response in the last week - won't hold my breathe,Weekly Negative
1252,Ankit Pandya,@EtihadAirways care 2 help mail on ankitpandya86@gmail.com wl share details mailed &visited @jetairways  counters @3 airprts no redresal yet,Strongly Positive
1253,Phil,@EtihadAirways can you give me the contact details phone/email in the UK for complaints regarding delays while travelling with Etihad please,Weekly Positive
1254,Patricia,email has just come through with it - many thanks.,Strongly Positive
1255,Patricia,"thank-you but when I filled in the form I didn't put in a user name. Have tried email, initials, not sure how to find guest number.",Neutral
1256,365TravelPlan,"Close the week with  affordable flight offers on @etihadairways from N184,904. Call 01-4609944, 070010101010 or email: info@wontra.com  pic.twitter.com/2k4rJsxKZY",Strongly Positive
1257,MAYANK N SHAH,@EtihadAirways - Can you guys not provide a courtesy call or email to inform about a 5 hour flight delay from IAD?,Strongly Negative
1258,Rachel Palmer,"@EtihadHelp @EtihadAirways What is the best way to email Guest Services? I emailed guest@etihadguest.com 
b4 but was not provided w/answers",Weekly Negative
1259,Rachel Palmer,"@EtihadHelp @EtihadAirways Tried to get ahold of your service center via email, was told to call but I am traveling w/o phone access",Weekly Negative
1260,Mit,No will email them..,Weekly Negative
1261,Rapheal Raph,@EtihadHelp @EtihadAirways I sent mail to socialmedia@etihad.ae as my travel experience. I am a Guest member. I dont have no complaints.,Weekly Positive
1262,Daniele Palumbo,I would love to! And will soon surely do! 😉 What's the best email for media queries? Would love to write a feature about it. Thanks! ✈️,Strongly Positive
1263,الحمد لله ربي,@EtihadAirways  how do you send me this email I didn't reseve anything  pic.twitter.com/7AxAgvU4Sn,Strongly Negative
1264,Alok Agarwal,Your email says this is #normal wear and #tear. So in  @EtihadAirways pulling out handles is considered #normal,Weekly Negative
1265,Charlotte Cullen,@EtihadAirways purchased an extra bag on my return flight earlier today but not received any email confirmation??,Strongly Negative
1266,Anita Rex,@EtihadAirways @EtihadHelp  did not get a response for this email. Will never book flights with you. Very bad service.  pic.twitter.com/u5ZbVHrus0,Strongly Negative
1267,TheRichaChadha,Disagree about @EtihadAirways. Have an email trail to prove my point. 🖖🏽  https://twitter.com/independent/status/861572323933081600 …,Strongly Positive
1268,Airport Webcams,AIRLINE NEWS:  Gulf carrier Etihad Airways names veteran exec interim CEO – Daily Mail  http://bit.ly/153PlqY  pic.twitter.com/tgGv8PVMha,Neutral
1269,Airline Newswire,AIRLINE NEWS: Gulf carrier Etihad Airways names veteran exec interim CEO – Daily Mail  http://bit.ly/153PlqY  pic.twitter.com/WdRogDOExO,Weekly Positive
1270,Penny Power OBE,"We have sent an email, Joseph was brilliant, seats were terrible so not using your airline again sadly",Strongly Negative
1271,محمد سبعان,If the email is not from you then this is a big security risk by releasing or compromising guests emails to unknown sources,Strongly Negative
1272,محمد سبعان,@EtihadPremium @EtihadAirways could you please clarify if this email is from you 👇🏻I received this two days ago  pic.twitter.com/x2P7il6boW,Strongly Negative
1273,Shashank Bafna,Sent the mail with the attachments,Weekly Negative
1274,Venkat Mahadevan,@EtihadAirways is socialmedia@etihad.ae the official email address for raising a formal complaint?,Weekly Positive
1275,Venkat Mahadevan,@EtihadAirways  Hi please could you share the email id of your team that deals with customer complaints/concerns?,Weekly Positive
1276,Rida Khan 🇮🇳,I have send you the email..,Weekly Negative
1277,#AbuDhabi,Win 48 hours in Abu Dhabi with Etihad Airways | Daily Mail Online - Daily Mail  http://ift.tt/2oOP9Ox  #InAbudhabi,Strongly Positive
1278,#AbuDhabi,Win 48 hours in Abu Dhabi with Etihad Airways | Daily Mail Online - Daily Mail  http://ift.tt/2p0sbjw  #InAbudhabi,Strongly Positive
1279,#AbuDhabi,Win 48 hours in Abu Dhabi with Etihad Airways | Daily Mail Online - Daily Mail  http://ift.tt/2oZRr9I  #InAbudhabi,Strongly Positive
1280,Farah,No!That's what I was trying to explain!They refused at the airport to register a complain for me &asked me to email. Who refused to help,Strongly Negative
1281,Rano Ahluwalia,I wrote to Guest relations and was given a ref: 545611. Please email me at rano.ahluwalia@talk21.com,Weekly Negative
1282,Rano Ahluwalia,Not at the airport but I sent an email as soon as I was able.,Strongly Negative
1283,Vakshi Gosain,Done. And you can also keep in touch on email,Strongly Positive
1284,#AbuDhabi,Win the 48 hours in Abu Dhabi with Etihad Airways - Daily Mail  http://ift.tt/2pFf4bM  #InAbudhabi,Strongly Positive
1285,Kurian Varughese,@EtihadAirways I get a mail to do online checkin 48hrs before traveling & then there's error! Agent says I should hv done it earlier?!,Strongly Positive
1286,Mina Roshdy,@EtihadAirways rude customer service who doesn't want to listen. No response for my email! What should I expect on the flight then?!  pic.twitter.com/89DZHo2sqx,Strongly Negative
1287,Vinod Chilakalapudi,@EtihadAirways i have sent an email on Sunday and till now no response. Shows how customer centric u are. Sick  pic.twitter.com/9ADKxrwzmg,Strongly Negative
1288,WONTRA,"Take advantage of the ongoing @Etihadairways promo. For bookings, call 01-4609944 or email: info@wontra.com #Travel #Wontra #TravelTuesday pic.twitter.com/SDjxGvtUz7",Weekly Positive
1289,TheGentlemanMagazine,@EtihadAirways your media centre email address is bouncing back. We you like to get hold of you to feature in Issue 3. #TheGentlemanMagazine,Weekly Positive
1290,Aseem Chhabra,"I managed - slept, watched movies, ate. Carry your cell with you. You can write in the form of an email to yourself, then cut and paste it.",Neutral
1291,Mirna Assaad,@EtihadAirways pls reply to my email INTR 45583435 asap. Its very urgent,Strongly Negative
1292,Abdullah Alyousif,I have done all of that and today I got an email from baggageclaims stating that it's not @EtihadAirways responsibility!! #terribleservice,Strongly Negative
1293,Sanyu FM (88.2),"#BossOutOfTown Is you boss cool? They deserve a trip to Abu Dhabi aboard @EtihadAirways To nominate, email boss@sanyufm.com  pic.twitter.com/lBrNMAHuoq",Strongly Positive
1294,andrea turno,Hi Gill just sent email with photo. Fell free to tag me on Twitter or ig with account @andreaturno for both,Strongly Negative
1295,Mr Hodgins,"Hi Rose, with a Cadbury creme egg it's ""how do you eat yours?"". Check the UK adverts lol. Dave (email is a username lol)",Strongly Positive
1296,Anita Chandra,@EtihadHelp @EtihadAirways have sent you a detail email and still awaiting your response.,Strongly Negative
1297,Anita Chandra,@EtihadHelp have sent you a detail email and awaiting your response.,Strongly Negative
1298,Ritesh Krishnamurthy,@EtihadAirways I have a concern regarding a booking on Etihad. What is your email address?,Neutral
1299,Piyush Agarwal,@EtihadAirways How do I get my Etihad Guest Number associated with my email? Sent an email to guest@etihadguest.com but no response.,Strongly Negative
1300,Bronwyn Cook,@EtihadAirways I'm still waiting on a reply to my latest email RQID:544723.,Weekly Negative
1301,Nickie,@EtihadAirways last flight I had was mel to lhr in march. Also got the wrong number of miles on the email....,Strongly Negative
1302,Nickie,@EtihadAirways I seem to be stuck in an email loop. Keep receiving emails to upgrade my booking using my miles. I don't have a booking.,Weekly Negative
1303,riz,"regional office closed right now...so reaching out.
please send email through the email in the account Etihad Guest number: 107898347233",Strongly Positive
1304,riz,"@EtihadAirways Etihad Guest id: 107898347233
Can you please check and email...y the ticket DFW-COK didn't went through. Pending at Paypal.",Strongly Negative
1305,"Dilip Chaturvedi,PMP","@EtihadAirways  Pathetic exp from SFO 2 Mumbai, rude team. Now Received mail that booking has cancelled, Pathetic customer care,no response.",Strongly Negative
1306,Washington Capitals,Can you follow us so we can direct message you with more information? Or email us at Caps@WashCaps.com.,Strongly Negative
1307,Sanyu FM (88.2),#BossOutOfTown Abu Dhabi is calling! Email boss@sanyufm.com to nominate your cool boss for the ultimate getaway aboard @EtihadAirways!  pic.twitter.com/xjK1aaoA17,Weekly Negative
1308,Sanyu FM (88.2),#BossOutOfTown Nominate your cool boss for a getaway to AbuDhabi aboard the the 5-Star @EtihadAirways Email boss@sanyufm.com  pic.twitter.com/dA4wt2yXJs,Neutral
1309,Travelfoodthingstodo,"Hi Dino, in previous communication I was told to use walletplus@etihadguest.com so I sent it to that email. Is that correct?",Strongly Negative
1310,Sanyu FM (88.2),Is your boss cool enough to deserve a holiday to this beautiful city of Abu Dhabi aboard 5-Star @EtihadAirways? email us on boss@sanyufm.com  pic.twitter.com/rhXYilt7No,Strongly Positive
1311,Sanyu FM (88.2),#BossOutOfTown Email boss@sanyufm.com to nominate your cool boss for a getaway to Abu Dhabi aboard 5-Star Etihad Airways! @EtihadAirways,Strongly Positive
1312,Chris Morgan,"@EtihadAirways No reply to our email, ref: 540456. Fly home tomorrow so would be brill to hear ASAP after shocking customer service so far 😡",Strongly Negative
1313,Travelfoodthingstodo,@EtihadAirways sent an email on 28/03 about a walletplus issue & haven't received a response yet. Should I expect to receive one soon?Thanks,Strongly Positive
1314,Sanyu FM (88.2),#BossOutOfTown Email boss@sanyufm.com to nominate your boss telling us why you think they are the coolest boss in town. @EtihadAirways  pic.twitter.com/HKdaDaCpbY,Weekly Negative
1315,laurent meillon immat 4949,@EtihadAirways 15 days ago i send acomplain by mail regarding a lost of luggage on march 9th flight AUH-KTM; no answer from you; L. Meillon,Strongly Positive
1316,Hicham Guessous,"The mail was to feedback adress . here is the subject of the mail
Etihad Airways [RQID:535132]",Weekly Negative
1317,WeLoveWeddingsAbroad,@EtihadAirways We are flying with you to #Phuket at the beginning of May! Can we email you please? #EtihadSuggests #destinationweddings,Strongly Negative
1318,Amy Steffek,Used over 200k @spg points - had the email verification - flagged on Mar 7 but We flew 3 flights on @EtihadAirways then held for 3 hr.,Strongly Negative
1319,TL FP 2016,"@EtihadAirways hello, do you have a chat option or an e-mail address where I can contact someone about my ticket?",Strongly Negative
1320,Daniel ac Maile,"Appalling behaviour, they sent me a washed out email saying they would look into it, but nothing back so clearly they didn't!!",Strongly Negative
1321,James Leo,What is your email address?,Weekly Negative
1322,JR Hughes,"U reschedule my flight + want me to pay more??!! I email guest@, socialmedia@ + feedback@etihad.ae and get 3 blank replies?? @EtihadAirways",Strongly Negative
1323,RajPattem,@EtihadAirways they didn't provide even email confirmation saying same price(prior 48hrs) will be charged customers due their systems down,Strongly Negative
1324,Fast Mail News,Etihad Airways teams up with Mumbai Indian for fourth year- The Fast Mail  http://www.thefastmail.com/page/detailnews/etihad-airways-teams-up-with-mumbai-indian-for-fourth-year/47846 …,Strongly Positive
1325,ARA,"@EtihadAirways Hi, do you have an email address? I need to make an enquiry regarding lost property, thanks",Strongly Positive
1326,Rishi,"No, I had used your website. I have a confirmation email without any reference number. I can DM if you like.",Strongly Negative
1327,OneMoreWeekToGo ✈️,@EtihadAirways I booked a chauffeur online from AUH but haven't received an email confirmation yet. Do I need to have this?,Strongly Positive
1328,Gaurav Kapur,@EtihadAirways GR8 experience on AUH-ORD flight. Love to send Kudos to crew. How to send personalized email to Sr.Mgmt?,Strongly Positive
1329,Lord Eldridge,"@EtihadAirways I received your 10th anniversary email but need to speak to someone, or send an email. DM me the contact information for Melb",Strongly Negative
1330,Andrea Mocci,"On my iPhone, followed the link to check-in from your email. Labels missing everywhere (see 1st screenshot)...",Strongly Negative
1331,John Chitty,so glad customer relations received my email I did send 5 days ago... when will the compensation be paid,Strongly Negative
1332,Mohamed Obaid,@EtihadAirways another poor response. I send many emails with Zero solution. How many email and tweets shall I send??!!,Strongly Negative
1333,حامد العيدروس ✨,You want me to send it via email?,Weekly Negative
1334,M.Y.L.C,"why to get another sorry email the pattern is evident even here, flying @emirates or @EtihadAirways from now on stop #fake CS",Strongly Negative
1335,Krista Seiden,Just got an email saying I've lost @EtihadAirways Gold status starting April 1 😭😭was nice while it lasted I guess,Strongly Negative
1336,Mohamed Obaid,"@EtihadAirways as I mentioned in my email, I need the solution today, no more delay is accepted",Neutral
1337,Sumit Anand,Hi  luca I have forwarded the email to social media team,Weekly Negative
1338,Sumit Anand,shall I mark it to yor attention on email,Strongly Negative
1339,Sumit Anand,I got a confirmation mail too in this regard from them an auto reply,Strongly Negative
1340,Sumit Anand,Hi luca I send it on this email id on 28th March guest@etihadguest.com>,Strongly Negative
1341,Vipul_Raval,mails also send with all correspondence and suppprtings to your given E mail id,Weekly Positive
1342,Mohamed Obaid,"@EtihadAirways I already send email with all details and my number in UK, INTR:45024570",Strongly Negative
1343,Theo Mitchell,@EtihadAirways Hi - can you give me an email address to contact for customer services? I have a special request I'd like to discuss...,Weekly Negative
1344,srkntkr,@EtihadAirways @EtihadHelp would you like to help us and be a part of this nobble act? My email is steker@gmail.com,Strongly Negative
1345,Böyce,"@EtihadAirways so, I had read that the carry on ban was for flights entering and exiting the US, your email says only entering. What's right",Strongly Positive
1346,Stephanie Barnes,"@EtihadAirways Hi, is it possible to get your email please? Thanks!",Strongly Positive
1347,David Piñeros,The solution is: go to the hotel and we will send you an email with the new fly,Strongly Negative
1348,Vipul_Raval,following up for 2 months.  Will mail now again,Weekly Negative
1349,Vipul_Raval,what is the mail ID,Weekly Negative
1350,🇦🇪 Shamma; شّما,hi i'm still waiting for an answer it been more than three hours since i sent email with the details u asked about it,Strongly Negative
1351,Nick Tsiatinis,"thanks, I already looked on that page but couldn't find an email address...",Strongly Positive
1352,Nick Tsiatinis,"@EtihadAirways received email from Etihad saying I may be able to upgrade to business using miles, but site says I can't modify online :(",Strongly Negative
1353,Ruchi Fruitwala,@EtihadAirways I fly AUH-->DFW on Monday. Your email says u have hundreds of hrs of entertainment. But 95% isn't free,Strongly Negative
1354,Nora Abdullah نورة,I'll be flying with you in a week and have a booking issue! I still haven't gotten a response to my email.,Weekly Positive
1355,Russell Tanner,@EtihadAirways any chance of replying to my guest relations email after one disaster after another on your supposed five star service !,Weekly Negative
1356,Erin Sharoni,The security siloing by country is absurd. Anyone with bad intent can easily leave from elsewhere? Got this email from @EtihadAirways:  pic.twitter.com/QOXx5ukf3E,Strongly Negative
1357,Muhammad Osman Gul,Just got this email from @EtihadAirways  pic.twitter.com/2MOUKLBNMp,Strongly Negative
1358,Mo 🇬🇧🇪🇺🇺🇸🇧🇩,An email from @EtihadAirways with information to the new banning of devices on planes US bound.  pic.twitter.com/AnHjVawBXn,Strongly Negative
1359,FlightExperience,We have just sent you the pictures via email. 😀,Strongly Negative
1360,Shankar iyer,"have sent ""clear"" details on your email. Prove you are 5 star by taking action against the patheticcrew",Weekly Negative
1361,Shankar iyer,are u guys real? shared my name and seat number!! Now you wanna me to send a mail! I will but pathetic!,Strongly Negative
1362,Kavita Jadeja,"@jetairways @GunnerSoum 
Please refer to email to JP, #ref Id 010405710 for JP 182801124 Redemptions and #ref Id 010429663",Neutral
1363,b166er,Email sent.,Strongly Negative
1364,Ammar Gillani,"I did send multiple email to etihad feedbac, etihad guest, etihad baggage claim, but no response was provided.",Strongly Negative
1365,Fast Mail News,Etihad Airways to launch A80 flights to Paris- The Fast Mail  http://www.thefastmail.com/page/detailnews/etihad-airways-to-launch-a80-flights-to-paris/46147 …,Strongly Positive
1366,Mary Michalopoulos,Thank u Rose! It says it's just for journalists to contact. Is it still ok if I use those email addresses to contact them about this? Thanks,Strongly Negative
1367,dana day,EMAIL HAS BEEN SENT.,Strongly Negative
1368,Rob Noble,many thanks. Email resent.,Strongly Positive
1369,Rob Noble,your provided email address isn't working. I'm getting a bounce back email each time,Neutral
1370,🇮🇹Forza Napoli Sempre🇮🇹,Thank you. I have sent the email with booking reference,Strongly Positive
1371,Asianomad,@EtihadHelp @EtihadAirways Then I get an auto email with someone else's Etihad Guest number with their address in the Philippines...,Strongly Positive
1372,Davie,"@EtihadAirways hi, is there anyway to delete my Etihad guest account? I'd like to create a new one but cannot use my same email address",Weekly Negative
1373,Asianomad,They should provide an auto response acknowledging your email - but what is worse they now deny ever receiving it!,Strongly Positive
1374,Casey Planespotting,"Sure thing, will send the photo attached in an email now. Glad you liked it Sky 😀",Strongly Positive
1375,Joshua Hoskins ☁,"@EtihadAirways, @EtihadHelp - Your email and telephone support to loyal customers is embarrassing, is this the new norm for loyal guests?",Strongly Negative
1376,jasminh,"#etihadairways, already email you and no body get back to me",Strongly Negative
1377,james goodall,"@EmiratesSupport @emirates
 http://www.manchestereveningnews.co.uk/news/greater-manchester-news/mum-takes-airline-giant-emirates-12696441 …

Best reply to my email !! Still waiting 3 months 
Use @EtihadAirways",Neutral
1378,Etihad Help,Please email us on sociallmedia@EtihadAirways Thanks. *Haithem,Strongly Positive
1379,pball,@EtihadAirways do you have a customer service email address...?,Weekly Negative
1380,Walaa Zayed,not a single phone or email or even a reference!!! Same reply,Strongly Negative
1381,Herdiani Soebagyo,is there any email that I can just contact to claim my missing miles? Please. Thanks.,Strongly Negative
1382,Giuseppe van Wagner,I wrote you an email because @EtihadAirways said there are not responsible! #codeshare,Strongly Negative
1383,jefferson,@EtihadAirways hi I am just wondering what is the normal response time for a feedback e mail? I am waiting 2 months for a response,Strongly Positive
1384,Jasmeet Chawla,can i have a email for reservations related issues,Neutral
1385,Lauren Wit,@EtihadAirways why hasn't anyone replied to my email complaint about my flight? #frequentflier #etihadairways #terribleexperiences,Strongly Positive
1386,Maitha,send me Email addresses for who's looking for job's please?,Strongly Negative
1387,Etihad News,"Airline review: #Etihad Airways economy, Abu Dhabi to Casablanca - Busselton Dunsborough Mail :  http://fat.ly/gwhN ",Strongly Negative
1388,fronze,I will email you and DM all the info as soon as I land my phone is on 2% after being in the terminal all day,Weekly Negative
1389,Slash Fans Dubai&AD,@EtihadAirways can I have an email to send a complaint please,Weekly Positive
1390,#AbuDhabi,"Airline review: Etihad Airways economy, Abu Dhabi to Casablanca - Busselton Dunsborough Mail  http://ift.tt/2mkOcsL  #InAbudhabi",Strongly Negative
1391,NonaaaKinz,"@ADIBTweets I recieved an email for 40% off 
@EtihadAirways tickets yet the link in the email doesnt work & ur call isnt helpful!!!",Strongly Negative
1392,Angel Garris,After the baggage deposit let's pay another train ticket to go back to the city. No new booking confirmation email got yet. @EtihadAirways.,Strongly Negative
1393,Himanshu Kapatia,"Sent you the mail, lets see how much you people care. Will wait for a reply.",Weekly Negative
1394,Himanshu Kapatia,give me your email adress...will mail you the entire incident,Strongly Negative
1395,Elliot Parker,"@EtihadAirways @EtihadHelp 4 emails to different departments over 3 weeks, after some info, same generic reply. COULD SOMEONE READ AN EMAIL",Strongly Negative
1396,Michelle page,Still no answer from my email dated 12th February - looking at travel ombudsman for guidance.  @EtihadAirways - such bad service. Shocking.  https://twitter.com/etihadhelp/status/832051120424046592 …,Neutral
1397,amjad yasin,sent email now please make sur they check it and get it done,Strongly Negative
1398,ATK-D🇬🇧,@EtihadAirways I've been waiting 4 days now for a reply to email sent to you and heard nothing !!!!!  Ref: 528740 😡😡😡😡😡😡😡😡😡,Strongly Negative
1399,Puja Patel,"Waited 3 hrs on a plane, 6 hrs for bags, took a bus from DC to JFK that broke down..and still @EtihadAirways can't seem to answer my email.",Strongly Negative
1400,smailingtour,"Promo spesial minggu ini dari Etihad Airways, Jakarta - London Rp 14.4 juta! Booking via email team4-ho@smailingtour.co.id #SMLPromo pic.twitter.com/B7anYGCOjj",Strongly Negative
1401,Ravi Batchu,"Sir @jayantsinha , airsewa grievance is not useful. I raised one against @EtihadAirways and it was just closed saying contact Etihad email.",Strongly Negative
1402,smailingtour,Kesempatan terakhir mendapatkan harga promo dari Etihad Airways! Booking via email ke team4-ho@smailingtour.co.id atau 02129220000 #SMLPromo pic.twitter.com/DFVodRSkhp,Strongly Negative
1403,Clarisse Renoir,I just sent you an email as suggested. Thank you.,Strongly Positive
1404,smailingtour,Tinggal satu hari kesempatan anda mendapatkan harga spesial dari Etihad Airways! Booking via email ke team4-ho@smailingtour.co.id #SMLPromo pic.twitter.com/bNIK25oMZc,Strongly Negative
1405,Steve,@EtihadAirways any update on above / Facebook / email to confirm,Weekly Positive
1406,smailingtour,Jakarta - Amsterdam mulai Rp 10.9 JT selama Etihad Airways Valentine's Special Promo! Book via email: team4-ho@smailingtour.co.id #SMLPromo pic.twitter.com/qcy246rGlF,Weekly Positive
1407,Puja Patel,-- Disastrous experience flying to JFK.. read my complaint email. It's from pujapatel67@gmail.com,Neutral
1408,Michelle page,"Not a great response so far @Etihadairways.. email with wrong destination quoted, wrong title & no answer to my question on being lied to!  https://twitter.com/michjpage/status/829342799355113472 …",Strongly Negative
1409,Etihad Help,"Hey Arun, apologies for the inconvenience. Please email socialmedia@etihad.ae to lodge a complaint. *Chiara",Neutral
1410,Etihad Help,"Hello there, would you like to lodge a complaint kindly email socialmedia@etihad.ae. Thanks, *Chiara",Neutral
1411,smailingtour,"Pesan tiket sekarang, nikmati perjalanan nyaman & lebih hemat bersama Etihad Airways! Book by email team4-ho@smailingtour.co.id #SMLPromo pic.twitter.com/fj9cswNJeg",Strongly Negative
1412,Manav Arya,your email pop-up is really annoying on mobile :(,Weekly Negative
1413,smailingtour,Etihad Airways Premium Super Sale start from Rp 43.2 jt (including tax)! Book now email team4-ho@smailingtour.co.id #SMLPromo pic.twitter.com/pbGKhmA0iM,Strongly Negative
1414,Daniel Stecher,@EtihadAirways Received mail from @MarriottRewards that points were transferred on 30Jan on my EY Guest Account. Why I don't see the miles?,Neutral
1415,Christina Yeboah,email sent 16 jan 2017,Strongly Negative
1416,Anurag Aggarwal,Sent the mail,Weekly Negative
1417,rohit khare,sent email please help me on priority. No response yet from etihad.,Strongly Positive
1418,Bhavna Jeswani,"Hi, have forwarded the email hope someone looks into it..its been 6 months since i have been writing to you guys but no luck!",Strongly Negative
1419,Anurag Aggarwal,"@EtihadAirways Can't claim my retro miles, sent a mail on Feb 02, no reply till 🙄",Strongly Negative
1420,LCpl Jack Jones,@EtihadAirways shocking service today guys from AUH-ISB. Complete & utter incompetence. Can I have an email to make a formal complaint,Strongly Negative
1421,Gulrez Humayun,why has this issue not been resolved.No response to email tweet call.Is this how you treat customers #avoidetihad,Strongly Negative
1422,Pieter Ruigewaard,This is he last email I got from #Etihadairways  pic.twitter.com/WEoodd1jLl,Strongly Negative
1423,zafhur hussain,send another email to socialmedia@etihad.ae,Weekly Negative
1424,sairamjetty,@EtihadAirways Sent a mail with details yesterday. One says it can be updated on call if it doesnt happen before 12 hrs of dep (2/3),Strongly Negative
1425,Elliott James,@EtihadHelp ! No reply 2 my email re. lost/found on your flight...over 2 weeks ago!? Your Ref.522529 Please assist !! @EtihadAirways,Strongly Positive
1426,Etihad Help,"Hello there, in order to take this further please email baggageclaims@etihad.ae. Thanks, *Chiara",Strongly Positive
1427,Etihad Help,"Hello there, apologies for this. Please email baggageclaims@etihad.ae and our dedicated team will be 1/2",Weekly Negative
1428,Etihad Help,"Hello there, please email baggageclaims@etihad.ae and our dedicated team will be in touch. *Chiara",Strongly Negative
1429,Etihad Help,"Hello Vig, kindly provide us with your email address via DM. Thanks, *Chiara",Neutral
1430,Vig Kannan,"@EtihadAirways any way I can find out my #etihad guest number using email address, pls?",Strongly Negative
1431,Boyband News,Etihad Airways boss who led acquisition strategy on way out - Daily Mail  http://dlvr.it/NBXp3K ,Strongly Negative
1432,Berlin Airport Service,I´m very sorry. Please send us an E-Mail  http://bit.ly/1s3zDHN  form with more information. #service,Weekly Negative
1433,CroneAlone👿,@EtihadAirways @EtihadHelp I've replied to the e-mail from Samar Anjum which totally failed to address my complaint about your crew,Neutral
1434,The Mad Mongol,I sent the whole email chain to that email address now,Strongly Negative
1435,أحمـد | Ahmed,"They told me to send an email to retroclaims@etihadguest.com
And also nobody replay to my email
CAN YOU HELP ME!",Strongly Negative
1436,Iqbal,#Team ur Email was in Junk I have recovered it to my #Inbox i have got my receipts An confirmation Very Exited to fly wit u,Strongly Negative
1437,Nouraldin Akram 𓂀,"@EtihadAirways you are the worst airline in this world, you changed my flight terminal from 1 to 2 without update or email ... no respect",Strongly Negative
1438,TEMITOPE O. TEMITOPE,@EtihadAirways please I want a copy of my ticket on my email address...reservation code is DOXZKM,Strongly Negative
1439,Vishnu Gupta,"not necessary, i am home safely. Wont bother you guys any more as wont fly with you. Just reply to my email sent as feedback.",Weekly Negative
1440,S K Bhattacharyya,check my mail of even date sent to feedback@etihad.ae,Strongly Negative
1441,Etihad Help,"Hello there, would you like to lodge a formal complaint please email socialmedia@etihad.ae along with 1/2",Strongly Negative
1442,Etihad Help,"Hi Abdulrhman, we apologise for this. Please email baggageclaims@etihad.ae and our dedicated team will 1/2",Weekly Negative
1443,Box88,@EtihadAirways Do you have a customer support UK email address? or just telephone number? Thank You,Strongly Negative
1444,Nazia Bhuiyan,@EtihadAirways I sent an email to your US Customer service 4 days ago. Still no reply,Strongly Negative
1445,Mich,@EtihadAirways why have I had no reply to my email about misplaced baggage that was sent on Saturday?? I will not let this go!,Strongly Negative
1446,roopesh,hi any update on my wife mile credit i had shared the snapshot to the mail i received i still dont see any credit of miles,Neutral
