,username,tweet,sentiment,label
939,thehousseiny,"#etihadstolemyChristmas not only did @etihadairways unfairly annul my return ticket to Abu Dhabi, it also hasn’t responded about my request for a refund on a flight that was three hours delayed despite their own email.  pic.twitter.com/OecLOnlho2",Strongly Negative,1
940,jrokshana,My email: r.j.ruma@gmail.com,Strongly Positive,5
941,catrionabathan,@EtihadAirways @EtihadHelp Hi. I’m awaiting a compensation payment which should’ve been paid weeks ago. Also received no response to my email. Can this be chased up please,Strongly Negative,1
942,stephenkottgunn,"@VirginAustralia great work guys, you email me to say I can check in online and I can’t, so I call codeshare @EtihadAirways and phone numbers for Aus are disconnected #shambles",Strongly Positive,5
943,jessicastrawbri,"@swissport Kasha would not let me speak and continued to interrupt me, given me a fake email address so I could not complain. Kareem today was equally as bad. I asked to confirm the address they had for me and he wouldn't. He then said a random address and hung up @EtihadAirways",Strongly Negative,1
944,jessicastrawbri,"@swissport asked for complaints procedure, apparently they didn't have one and then was given an invalid email address. Noone answered the phone all day. I had to ring Dublin airport to get through to them and was greeted with further horrendous customer service @EtihadAirways",Weekly Positive,4
945,greenhouse73,"If there is no problem, it’s perfect. If there is any small problem, that will become disaster for etihad airways. I replied email to etihad almost 4 weeks ago. They don’t reply any more. They close my case without my agreement",Strongly Positive,5
946,deepak_asthana_,"Received email saying 4 hr delay for Flt No 871, frm tokyo to Abudhabi, but on website its showing only 1 h 20 min delay. Connecting flight frm Abudhabi to Manchester Etihad Airways 15 is on time. Plz clear delay time for previous flt.",Strongly Positive,5
947,igotnodukes,Will they actually reply? I've been calling the 2 phone numbers all morning and NOBODY answers. It's supposed to be a 7 days/24 hours number. It just rings and rings and then hangs up. Why should I have confidence someone will see my email?,Strongly Negative,1
948,srickshaws,I was initially disappointed at your substandard service and enraged when your ground staff stole precious metal from us in broad daylight. But now after this email you sent me I am downright outraged. #shameonyou for taking economy passengers for granted. #Etihad,Strongly Negative,1
949,srickshaws,"Your patronizing email with a cookie cutter answer that essentially didn’t solve anything, confirmed to me that you don’t care. Flying with you was the worst experience! I will ensure that I never fly you & never let anyone I love fly you. #etihad #racist #etihaddosentcare",Strongly Negative,1
950,neilkaggarwal,"Last year, Etihad lost our baby stroller and did not return it until 5 days later when we had to email the head of India operations. Why?",Strongly Negative,1
951,cunninleprecun,"I’m in Abu Dhabi, I cannot even send the email 🙄🙄🙄 someone get me outta here...",Strongly Negative,1
952,mikaela_c_h,@EtihadAirways thanks for the email with upgrade bids however but out of our price range! However feel free to upgrade us for our honeymoon! #worthaask #etihadcares #honeymoon #6days,Weekly Positive,4
953,itsazaly,@EtihadAirways you have lost my two bags from jfk am visiting here. I have made several attempts via email and phone and there is no response all my clothes are lost... it’s shocking... very unprofessional... i need help,Weekly Negative,2
954,shradhamalik,"@EtihadAirways @jetairways  As per the email, our luggage should have been at the airport by now. I see no help and no update! @IATA pic.twitter.com/BJVEXGAeGU",Weekly Positive,4
955,chris06508274,I have received only an email back of my complaint that I initially wrote to @EtihadAirways no other correspondence until now has been recieved,Weekly Negative,2
956,drportfolio,"I've sent E-Mail regarding request to add mileages to my account with. Nevertheless, no respond from your side yet.",Weekly Positive,4
957,steveno18060510,I’m genuinely amazed out how awful your customer service is. I’ve filed a complaint and responded your email have had no response since! @EtihadAirways this is extremely disappointing.,Strongly Negative,1
958,andybarmyarmy,"@EtihadAirways I’m trying to contact you by email regarding an existing booking, is there a customer service email I can write to please?",Strongly Negative,1
959,sanjay_cr_patil,So it took almost an YEAR to say this!! I have sent the email with resized images could you please speed up the process now atleast,Strongly Negative,1
960,gullznguyz,"@EtihadAirways  how i can get my verification code for etihad mobile app. I am not getting any email related to code on my id faisaliqbal95@hotmail.com

105732993041
Muhammad",Strongly Negative,1
961,wingman619,@EtihadAirways how do I switch off the passcode verification sent via email when I try to log in to my guest account? It’s an unnecessarily painful process you added here.,Strongly Negative,1
962,25ba7r,I am trying to reset my password and email is not received at all can you please support,Strongly Negative,1
963,russianjor,"called your customer service, they litaraly told me we have no idea what promotions we have, its not our job, how can i receive an official email with pricing that its a business saver? then book to find out its economy",Strongly Negative,1
964,russianjor,"I started booking on the website, then stopped to compare other prices, received an email from you (screen shot sent earlier) summarizing the ticket i chose, and saying its a business friendly ticket (i assumed its linked with your promotion and booked it online)",Weekly Positive,4
965,chrispchung,No response? who do I contact about this via email. Very dissatisfied and unhappy passenger.,Strongly Negative,1
966,kunsinha79,"@jetairways @EtihadAirways 
Another instance of irresponsibility.
My email details was completely wrong at  https://wtrweb.worldtracer.aero . 
Also, the mobile numbers were entered without country codes
BTW, the tracker is not yet updated!! https://twitter.com/jetairways/status/940281828463611904 …",Strongly Negative,1
967,nagaadsumilli,"@EtihadAirways @EtihadHelp
for more details please email me at - adsumillinaga@gmail.com  pic.twitter.com/ygGXNNEXrV",Strongly Negative,1
968,apple_innes,@EtihadAirways hi I have DMd you please check your DM.  It’s urgent. Thanks. Your email address is hopeless :(,Strongly Negative,1
969,rcvels,Email I got from etihad 7 days back .. I followed 3 times so far and yet to receive an response back for my email ..  pic.twitter.com/qCNQu8OeDV,Strongly Negative,1
970,kinseymulhone,I did send an email. No response.  #DoNotTravelonEtihad #AwfulCustomerService,Strongly Negative,1
971,sanjay_cr_patil," https://twitter.com/sanjay_cr_patil/status/822828834437242881 … dear @EtihadAirways shame on you guys, it has been almost a year and I have not received a single email regarding my complaint!! worst airlines ever!!",Strongly Negative,1
972,itsamb13,@EtihadHelp @EtihadAirways Etihad team. I traveled from Pune to Abu Dabhi then to NY on 2 Dec 17. My baggage has not arrived in NY(JFK). Tried to contact ur baggage services number many times but no luck. Sent email twice with complaint but no response. Help me to get my baggage.,Weekly Positive,4
973,gicklbyte,„Thank you for choosing Etihad Airways. We are processing your booking and will email the details to you.“ 🙃,Strongly Negative,1
974,denniso_,"@EtihadAirways cancels my flight without any of form or text or email, nothing! Terrible 😡",Strongly Negative,1
975,duak,"Thanks for cancelling the flight without as much as sending a text or email, @EtihadAirways. Who doesn’t like surprises at the airport?

Hope Man City lose the derby this weekend.",Strongly Positive,5
976,davetrott,"It's lucky they embargoed this email or I might have released it to a gagging horde of national media newshounds - 

(Press Release: Embargoed until 0600 Friday 08 December 2017)
ETIHAD AIRWAYS BECOMES PREFERRED AIRLINE FOR TEAM ENGLAND FOR THE 2018 COMMONWEALTH GAMES",Weekly Negative,2
977,metal_lens28,No case number but a confirmation for the case logged on . My email is sukhoi991@gmail.com.,Strongly Negative,1
978,dinoomarino,My @EtihadAirways FF expired and they dint even send a email alert. Now a get a email with offer to rebuy the expired FF miles. Am certainly NOT going to fly @EtihadAirways  again nor is anyone from my companies. LOSERS  #avgeek,Strongly Negative,1
979,zainman,Email John.,Weekly Negative,2
980,jawadmnazir,"Thanks so much Zain. I even have email trails, all the BS they have been rolling me on with. Would love to share it with @LoyaltyLobby.",Strongly Positive,5
981,moselmusings,Shame you consistently ignore customer queries sent to your #etihadguest email address. I won’t be using Etihad again.,Strongly Negative,1
982,deplorehombre,Yup. Called and they were not helpful. The representative could only tell me when the transfer from Marriott was initiated (27 Oct.). She told me to e-mail Guest@EtihadGuest.com.  I did that.  Will wait for a response.,Strongly Positive,5
983,nirmalkv,"@EtihadAirways INTR:50885027

Hello there, I’m writing multiple emails to guest@etihadguest.com to purchase a excess baggage using my guest miles but I didn’t get any response from the customer service team other than the automated email in the last 24 hours.",Strongly Negative,1
984,ainge666,#istanbul from $1027 return flying @qatarairways/@EtihadAirways. Depart from #sydney #melbourne #brisbane #canberra #adelaide & #perth. For more visit  http://www.flightfinderau.com  or email ainge747@gmail.com for help with your next trip ($1027 to $1180) #cheapflights pic.twitter.com/iSA0JkP75g,Strongly Negative,1
985,ainge666,#abudhabi from $1092 return flying @EtihadAirways. Depart from #sydney #melbourne #brisbane #adelaide & #perth. For more visit  http://www.flightfinderau.com  or email ainge747@gmail.com for help with your next trip ($1092 to $1161) #cheapflights pic.twitter.com/ImhTyFf7Jj,Strongly Negative,1
986,mrmoaazissa,"@EtihadAirways how long does it normally take to respond to complaints, after you’ve received the email acknowledging the complaint and advising will be responded to within 48 hours?",Weekly Positive,4
987,ainge666,#dublin from $933 return flying @qatarairways/@EtihadAirways. Depart from #sydney #melbourne #brisbane #canberra #adelaide & #perth. For more visit  http://www.flightfinderau.com  or email ainge747@gmail.com for help with your next trip ($933 to $1078) #cheapflights pic.twitter.com/HSTnZyTptz,Strongly Negative,1
988,kevinkibble,Interesting email from @EtihadAirways - Alan would you like to escape the UK winter - err,Weekly Negative,2
989,shirdesh,"Just reiterating what you said, I can carry one carry-on bag (7KG) and an additional 1 personal bag (will contain my laptop) and this policy is same for flights from US to India and for return flight from India to US. Can you email me the policy so I don't have issues at airport.",Strongly Negative,1
990,cheapticketin,"Ref: Your concern is valuable to us. Kindly share the flight booking ID, Mobile no. , e-mail id on cs@cheapticket.in , for response.",Strongly Positive,5
991,dryaghmoor,I have sent them an email but no response until now !!!,Strongly Negative,1
992,georgewyull,@EtihadAirways you lost my bags and are currently ruining my stay in Abu Dhabi @VisitAbuDhabi. Nobody answers the baggage services number and feedback email cannot tell me anything about compensation etc other than asking me to provide information all over again @airlinequality,Strongly Negative,1
993,amin8932,"I have sent e-mail to retroclaims@etihadguest.com with all the details, boarding pass copy and no miles added even after 20 days now?????",Strongly Negative,1
994,p_arvind,"Many times, hence the tweet .  Ur only response sense to be if I have sent them an email. Do u plan to resolve it?",Weekly Negative,2
995,tekanismtheory," https://www.facebook.com/events/381456268973707/ … 
click the above event link for more updates 
for reservations contact 00971-558963922
or email to tekanismtheory@zoho.com",Neutral,3
996,mr_ahsan15,"Thanks Bob for the quick response. ""Guest ID 107663625602"" is the also added in Email subject - Just for the ease.",Strongly Positive,5
997,mr_ahsan15,"@EtihadAirways I've dropped some important email to Etihad Guest email address. Unfortunately, it couldn't cross computer generated response system.",Strongly Negative,1
998,dr_tweeting,*Zozo Mail sent to you. Please check and kindly do follow up. Thanks. #Etihad #Complaint #3rdclasstreatment,Strongly Positive,5
999,ainge666,"#rome from $,1006 return flying @qatarairways/@EtihadAirways. Depart from #sydney #melbourne #brisbane #canberra #adelaide & #perth. For more visit  http://www.flightfinderau.com  or email ainge747@gmail.com for your next holiday #cheapflights pic.twitter.com/7xYsRfuGtG",Strongly Negative,1
1000,thefalconbirder,"Only solution is to read email on separate device!!! But don't have one available when on the move and under time pressure, ☹",Strongly Negative,1
1001,thefalconbirder,You introduced new login security step where a one-off Code is sent by email. Unnecessary but doesn't work! Code arrives but as soon as user opens new window to read email your system locks and defaults back to login page and then generates another Code! Repeat. Repeat Repeat! ☹,Weekly Negative,2
1002,agproberts,@EtihadAirways what is the email address to be used to claim missing miles from partner airlines?,Strongly Negative,1
1003,zaheer_usman,"@EtihadAirways Congrats on being the worst customer service over phone, airport and on email. Hats off to you guys.",Strongly Negative,1
1004,welovereading21,"thank you brother marc  just completed an e mail draft that mentioned how helpful you were,without mentioning your name   have a great wednesday  wow",Strongly Positive,5
1005,appyjain,@EtihadAirways credit of miles for travel on partner airlines taking infinite time. Is there an email id for escalation of issues?,Neutral,3
1006,welovereading21,"@EtihadAirways have an art concept that can encourage artists to fly ethiad,who do you suggest that we present it to at ethiad    thanks for ethiad airways help,now have
growing trust there s well as specific ethiad media names and e mail addresses   again  good job so far",Strongly Positive,5
1007,samyusen82,@EtihadAirways I sent email to report my issue when i log on ur web on 3rd Nov. EY Guest replied me that u will review and reply me ASAP. But i don't receive anything,Strongly Negative,1
1008,canadian_567,"@EtihadAirways not sure why your customer service takes 2.5 weeks to respond to an email, then not even address my issue?",Strongly Negative,1
1009,mouzaalromaithi,Im still waiting for a reply on my email I sent a week ago @EtihadAirways @EtihadAirways,Strongly Negative,1
1010,subbuhv,@EtihadAirways i registered for etihad guest program but then unable to book tickets when i included my guest number. Then i had no option left & completed my booking without it. will i be eligible for 500 bonus miles still? i have sent email regarding the same but no response.,Strongly Positive,5
1011,thesolveengine,Ref: 584443 and email is daniel@satalia.com,Strongly Negative,1
1012,thesolveengine,Hi @EtihadHelp - it has now been 7 weeks since submitting all the information for my claim (@EtihadAirways losing my luggage for 6 days). Perhaps you can email baggageclaims@etihad.ae to find out why they haven't responded to my emails?,Weekly Negative,2
1013,mayubho,It seems no one is concerned as it's almost 24 hours and haven't received reply yet not even a acknowledgement mail! Pathetic customer service #JetAirways #etihadAirways  pic.twitter.com/NThHrpDjCg,Strongly Negative,1
1014,surapanenivenu,"Tweet 3/4 
@EtihadAirways 
I  had an emergency for one of my family member and i expect a humanitarian response .waited 45 days and got the employee who is reading rule book in email
had a similar story from other lines and they had reviewed and better acted.",Weekly Negative,2
1015,waleedtariq89,Thanks. I will email,Strongly Positive,5
1016,nalulkar,What's the status of bag ? Ur guys are not even responding to my email,Strongly Negative,1
1017,mabeckerich,"2 of 5
1. Customer gets email « great fare to Australia »
@richardbranson @virgingroup @VirginAustralia @EtihadAirways @SingaporeAir @USDOT",Strongly Positive,5
1018,millionpieces,@EtihadAirways Pls can you confirm when you will reply to my email sent on 30.08 to guest@etihadguest.com ?,Strongly Negative,1
1019,welovereading21,"@EtihadAirways just praised you sisters and brothers to a usa based billionaire,do you have flights to texas  and minnesota  also wish to send my e mail to
marketing  as well as to your press office  going for a cigarette  care to join me please  thanks",Strongly Positive,5
1020,rawanashrafab,"@EtihadHelp @EtihadAirways  Hello, I forgot the email and password my membership number was on; can you please how can I retrieve them?",Strongly Negative,1
1021,travelsandcht,@EtihadAirways Trying to claim missing miles but every email sent to claim@etihadguest.com comes back saying address is invalid. Help?,Strongly Negative,1
1022,amin8932,"I have problems claiming miles for last month trip Tokyo-Cairo, website gives error & mail  gives non-delivered error. @EtihadAirways",Neutral,3
1023,adeleyarnold3,The fact there is no phone number is a joke. Waiting 3 weeks between email replys is a waste of time,Strongly Negative,1
1024,adeleyarnold3,"I've resent the email 3 times with the file,  with a  pic file and with photos attached. How else am I to give them evidence?",Strongly Negative,1
1025,pritrules,i wrote to jpsc email @jetairways,Weekly Negative,2
1026,kalidaspardhy,"@EtihadAirways Have sent detailed mail to you Case Officer Mr Kaizad
@Aabhas24",Strongly Positive,5
1027,yvannboucher,"@EtihadAirways I'm unable to open my Etihad account because of the new ""One time password"". When I open my mail, the app come bk to the home",Strongly Negative,1
1028,smcloughlin91,1 week the system has been down. Flights booked with no help from @EtihadAirways Still no response from etihad guest email or feedback email,Strongly Positive,5
1029,mask2maker,"Obviously Etihad has established a perfect firewall just to block all complaint and demands from customers, the phone agents only email",Weekly Positive,4
1030,colin_uk_gb,Etihad Airways In Disarray Loses Email Addys During IT Upgrade! @McWhirterAlex  http://loyaltylobby.com/2017/10/28/etihad-airways-in-disarray-when-guest-program-loses-allmost-email-addresses-during-it-upgrade/ … #NewsSuite  http://bit.ly/newssuiteapp ,Strongly Positive,5
1031,flysrilankan,"Hello, I'm very sorry to hear that. Could you please DM your flight details and email address so that we could help you out.",Strongly Negative,1
1032,smcloughlin91,Sent feedback complaint email. No repsonse. Nothing,Weekly Negative,2
1033,smcloughlin91,Emailed 3 days ago twice to guest@etihad email. No reply,Strongly Negative,1
1034,smcloughlin91,Not on twitter. My final resort. I cannot book flights online due to system errors. No one is replying or helping on email or phone.,Strongly Negative,1
1035,melortw,Now I have landed. But I booked a window seat and that’s what I found! The crew has my contact phone and email with my suggestion,Weekly Negative,2
1036,s_craggs,@EtihadAirways can you please provide me with an email address for advertisement/promotion?,Neutral,3
1037,akshaykumar1112,Apparently not! The first email I sent was on the 21-10-17. This is all I have - INTR:50614615. Ive been replied to only once in 9 days.,Weekly Negative,2
1038,guy_vds,"""Etihad Airways In Disarray When Guest Program Loses All/Most Email Addresses During IT Upgrade!""  https://buff.ly/2yQDDXf ",Weekly Positive,4
1039,loyaltylobby,Etihad Airways in disarray when Guest program IT upgrade ends up losing program member email addresses.  http://bit.ly/EYMAILS  pic.twitter.com/5o6GrePTen,Neutral,3
1040,smilysip,Email sent twice with proofs,Strongly Negative,1
1041,colin_uk_gb,the reason is your app does not support entering the one time password you email when I try and log in via the app. please get sorted asap,Weekly Negative,2
1042,andyrobo158,Hi @EtihadAirways  - can we ensure that our 2yo has a child's meal on return journey please - as no reply to email yet. Happy to DM.,Strongly Positive,5
1043,cacelyn_travels,"Fly #Etihad Airways from #Nigeria to #Newyork from #288,999
For booking call: +23470647448343 +23470647448346
Email:cacelyntravel@gmail.com  pic.twitter.com/sJ90PxW60g",Strongly Negative,1
1044,travel_wif_vr,"Please tell me,what did Customer relation reply me ?What they do for me ? NONE ! And no email no msg to me , announce protection was cancel.",Strongly Negative,1
1045,safwamarine,"Etihad Airways Abu Dhabi Grand Prix 2017
contact us :mob :+971564094703;
Land line:+97125651888 
email:info@safwamarine.com  pic.twitter.com/3wTfzYdGee",Strongly Negative,1
1046,jawadmnazir,Please ask them to call me. Don't email me - AGAIN.,Strongly Negative,1
1047,schlangeons,And another email sent today about my missing @EtihadAirways Guest miles @EtihadHelp Will you finally take care of me?! 100271189874,Weekly Negative,2
1048,airserbia,Žao nam je zbog toga - molimo vas da nam prosledite vaš mail na social.media@airserbia.com kako bismo proverili sa nadležnim timom. Hvala.,Strongly Positive,5
1049,dmvalencia,@EtihadAirways @EtihadHelp Still have no answer 😡 I already sent the email and no answer at al of my request,Weekly Positive,4
1050,bfaizaan,"@EtihadAirways 
Hi could you please share the email ID for ""ok to board"" visa drop facility in Kuwait",Strongly Negative,1
1051,chetansarode,My Etihad Airways guest number is 107680777363 I already did send email to feedback@etihad.de,Strongly Negative,1
1052,caesarsyd,@EtihadAirways Sadly despite calls and email I await a call relating to my wifes ipad left on EY021 to Manchester 12/10/17. Seat 7E,Weekly Negative,2
1053,hashabudhabi,Mid-flight horror as Etihad Airways flight from Abu Dhabi makes emergency landing in Adelaide after a 'fire in the ... - Daily Mail …,Strongly Positive,5
1054,ppatel143,@EtihadAirways I have placed preorder duty free stuff to pick up in my next flight by email but no response and next flight in 1.5 hours,Strongly Positive,5
1055,amomentinsport,@EtihadAirways I need an email address to contact for some lost items can you please send me one to write to thank you,Strongly Negative,1
1056,offairstef,I have my email address but it won't let me request a new password without putting in a guest number/ username and I have no clue of either,Weekly Negative,2
1057,mechsa,"@EtihadAirways just lost my luggage today, i already sent an email but the response is so slow  pic.twitter.com/PRPjNnWnGx",Strongly Negative,1
1058,rebeccaeverlene,"Fly now, pay later! Etihad Airways launches payment instalment scheme - Daily Mail  https://apple.news/A0oXZFayDSNeuE2HuwSZaUA …",Strongly Negative,1
1059,janelowney,"Not if you are going to direct my query to an email address.  So disappointed, this is my last day of honeymoon.  I need resolution today",Strongly Negative,1
1060,tkskengo,"I have made a question by e-mail to Etihad Airways Guest Community Relations on August 31, but no reply",Weekly Positive,4
1061,venkimahadevan,"@EtihadHelp yet again,  there is no response from your feedback mail id, despite two mails and reminders @EtihadAirways #etihadairways",Weekly Negative,2
1062,maratheas23,Please confirm that sharing mail id will provide a positive solution. I have already shared other required details. @EtihadAirways  https://twitter.com/EtihadHelp/status/915522592404107264 …,Strongly Positive,5
1063,santoshraou,Can you see the request placed by me and in your email.. It was done 7 days prior to departure  pic.twitter.com/1J4Ol83iws,Strongly Negative,1
1064,amalalameri__,I need etihad guest email please I need to change etihad guest email to another email and I forget the password,Strongly Negative,1
1065,katie_gatens,@ADISC_UAE Hello! What's the best email to contact you regarding an urgent press request from Etihad Airways? Thanks!,Strongly Positive,5
1066,dxbcurator,"Had similar experience booking with @etihadairways & traveled by @jetairways. After several deliberations over email, offered miles!",Weekly Positive,4
1067,katie_gatens,@nadaalbedwawi Hi Nada – I've just sent you an email request from Etihad Airways - do let me know if you've received it?!,Strongly Negative,1
1068,katie_gatens,@yahsatofficial HI - I need a contact email address for a press request urgently for a request from Etihad Airways - who is the best person to contact please?,Weekly Negative,2
1069,katie_gatens,@MunaHarib Hi Muna - what is the best email to contact you urgently please? It's a request from Etihad Airways!,Strongly Positive,5
1070,maratheas23,Please note that the screen shot of the required email has been sent to you.Expecting a positive reply as early as possible. @EtihadAirways  https://twitter.com/EtihadHelp/status/913015738578948097 …,Strongly Negative,1
1071,maratheas23,Please find enclosed screenshot of mail that has been sent to the email as mentioned from your side. @EtihadAirways  pic.twitter.com/9J2TgJC4qn,Strongly Negative,1
1072,katie_gatens,"@MunaHarib Hello Muna - would love to contact you with a request from Etihad Airways, what's the best email to get you on? Thanks!",Strongly Positive,5
1073,katie_gatens,@TheDinnerClub57 Hi - what's the best email to get you on regarding a feature for Etihad AIrways? Thanks!,Strongly Positive,5
1074,anuvratbhansali,@EtihadAirways @EtihadHelp Please provide update on RQID 582821. For damages claim the email has been sent from anuvrat.bhansali@gmail.com.,Neutral,3
1075,paginanuova,"DAILY MAIL - 
Etihad Airways launches payment instalment scheme
       
 http://ift.tt/2yzXUgb 
#PaginaNuova #Press",Strongly Positive,5
1076,kalidaspardhy,"@EtihadAirways Everything explained in my mail.
Please refund balance ASAP.
@tejalpardhy2010 @tejalpardhy2010 @Aabhas24 @cbdesh2000",Strongly Negative,1
1077,whatsmyproduct,You should allow bid to upgrade with infant if client's willing to pay for infant.  I got the email invite to upgrade but only me and wife,Strongly Positive,5
1078,jonrivlin,here is a cropped copy of the email...the date is Feb 2018. On the phone they said it was because Air Berlin had closed down  pic.twitter.com/x4OFRk94Cd,Weekly Negative,2
1079,jonrivlin,@EtihadAirways got an email cancelling my flight! No help from call centre conf code: OSPFYM. Can't believe there is nothing to be done?????,Strongly Negative,1
1080,kalidaspardhy,"@EtihadAirways @EtihadStadiumAU @Etihad_Rail 
U must be having the EMail ID as well to which Ur Case Officer has replied",Strongly Negative,1
1081,latifazdi,@EtihadAirways i forgot an item on flight EY 019 from auh to lhr on the 25th of september. What email should i contact?,Strongly Negative,1
1082,maratheas23,@Etihadhelp An email has been sent already & no reply till date.Should we wait more for help or count it as disappointing experience from u,Strongly Negative,1
1083,yasminfernando5,@EtihadAirways  PLS SEND YR EMAIL ADDRESS IN BRUSSELS TO yasminfernndo24@yahoo.com,Strongly Negative,1
1084,gereesh,"I have sent email, no response yet",Strongly Negative,1
1085,kalidaspardhy,@EtihadAirways Reminders sent to same Email IDs from which Ur Handler responded in July - socialmedia@etihad.ae; feedback@etihad.ae,Strongly Negative,1
1086,ramaraomuppa,@EtihadAirways recently I travelled to India and I try add my miles I can't able to do it.  So I send mail to retroclaims.,Strongly Positive,5
1087,brittanymelly,I called and told to email feedback@etihad.ae - am worried I won't get response before flight on Tues morning (Cc'd socialmedia@ too) :(,Strongly Positive,5
1088,itsmemarkalain,"(2) back, responded &complied w/all necessary req thru email. Sent 2 ff up msgs to no avail. Hoping for ->  @EtihadAirways #EtihadAirways  pic.twitter.com/OPgnoN6ZdI",Strongly Negative,1
1089,kumarsivan,email from Etihad! This is bizarre!!! Etihad asking me about where I got a code from.,Strongly Negative,1
1090,zaeed08,"Dear @EtihadAirways i cannot claim my miles, i did email to retroclaims@etihad but received a reply n direct me back to ur website.",Strongly Negative,1
1091,zoran_malesevic,Yes Ela there is one claim and original email was 16 August 2017. Not sure why Eithad wishes to show itself with such poor service:(,Strongly Negative,1
1092,iamkaundal,@EtihadAirways I am still waiting for response on my query under INTR:49252872. tried multiple followups on mail but no response.😡😡,Weekly Negative,2
1093,dgupta12,Pnr is ebrixy and email is dgupta12@gmail.com,Strongly Negative,1
1094,dgupta12,Pnr is ebrixy. My email is dgupta12@gmail.com,Strongly Negative,1
1095,banana_hill,Is there any way to contact via email? I'm in Uganda currently so can't call a UK centre,Strongly Negative,1
1096,dickeyalan,Email sent.,Strongly Negative,1
1097,aystravels,"Etihad Airways

Contact AYS TRAVELS  to book Tel - 0107860186 & email info@aystravels.co.za
Back due to popular...  http://fb.me/BPkYPy9y ",Strongly Negative,1
1098,annasmith92,@EtihadAirways  hi etihad what is the best email to contact you on regarding a flight I was on a few days ago,Strongly Positive,5
1099,adeleyarnold3,Yeah it would be nice if you could actually reply to my email that would be useful! I sent it over a week ago,Strongly Negative,1
1100,adeleyarnold3,When your 1st plane is cancelled and the 2nd 6 hours delayed and the airline can't even respond to your email. What a joke @EtihadAirways,Strongly Negative,1
1101,azaan786,"Already did that 4 days ago and sent an e-mail, but still no answer from Etihad,which is to be expected from crapy airline",Weekly Positive,4
1102,oscarpugsly,@EtihadAirways Flight was 29 hours delayed on 29/7/17. Sent an email more than 6 weeks ago. No response. Pathetic.,Strongly Negative,1
1103,enisvural_fp,Just boarded for the first leg in Melbourne EY461. Best contact may be ground staff or email as I won't have a phone. Thanks for the reply!,Weekly Negative,2
1104,abdou20869071,J ai envoyé une vingtaine d email a differents destinations etihadairways singapour changi sans resultats,Strongly Positive,5
1105,mk19282205,@EtihadAirways Hv made complain in Feb17 still wait on 3 to b action with auto email someone will get back to(May b my child will get call).,Weekly Negative,2
1106,annthrel,@EtihadAirways Could i please have your contactcentre email address please,Strongly Negative,1
1107,vmillward,1000$ out of pocket after foreign object in food on @EtihadAirways flight damaged teeth. Awaiting reply via email for weeks #awfulexperience,Strongly Positive,5
1108,naveedquadri,So I did send an email.. I did receive a complaint number RQID:578639... but did anything happen ... not yet @EtihadAirways @EtihadHelp https://twitter.com/etihadhelp/status/903311927216140289 …,Neutral,3
1109,wontratravels,Packages for the 2017 Formula 1 Etihad Airways #AbuDhabi Grand Prix are now on sale. Call 08098229999 or email:Info@wontra.com to book.  pic.twitter.com/iKufrQd5aJ,Strongly Positive,5
1110,naveen_v87,Now...@ICICIBank sends me an email. I do not want to apply for your card. Give me free money when I arrive. OK? @EtihadAirways  https://twitter.com/filmmakernaveen/status/905697392103538688 …,Strongly Negative,1
1111,naveen_v87,Just now.. I got @StanChartUGA India sends me an email asking me to apply for a credit card. 😂😡,Strongly Negative,1
1112,joshuaseale66,Nope I will put a press release out tomrrow about this issue you guys can do some work and research it no body from Ethiad ever email back,Strongly Negative,1
1113,sarahalsaeed,Hi. So as per the confirmation email I received the flight was EY 7601. Then when I checked in at the airport I received a Jet boarding pass  pic.twitter.com/NyAoRs5Gpb,Strongly Negative,1
1114,lukesb81,I have no idea any more. We’ve spoken with so many different people. Email lodged with customer “services” please refer to RQID: 577778.,Strongly Negative,1
1115,benmarks,LOL you can only use your email to login if it's less than the longest FF number.  pic.twitter.com/ZjNtl887Ow,Strongly Positive,5
1116,laura_clarkex,"When @EtihadAirways email you offering to upgrade to business for a mere £2,000...  pic.twitter.com/4FBcb989CN",Neutral,3
1117,bugs884,"(cntd)
Like change of destination is not important enough to send me a mail! @EtihadAirways",Weekly Negative,2
1118,pianoceiver,@EtihadAirways - I'm very disappointed to be denied access to my account. my birth-date is not being accepted?!! No email response at all :(,Weekly Negative,2
1119,smitherman1,"I have sent some pictures to that email address you sent me,thank you.",Strongly Negative,1
1120,beeblebrax,"E-Mail von EY bekommen, fliege am 8.10. via AUH nach Südostasien. Rückflug ist dann btw AUH-MUC. Beides ohne Transferangaben, Hotline down",Strongly Positive,5
1121,givinggarage,we already sent a mail for discount to social media kindly revert pls so we can depart tomorrow or next,Strongly Negative,1
1122,knagporwala,@EtihadAirways jet @jetairways is unable to answer a miles query please send me an email Id I can write to u on,Weekly Negative,2
1123,givinggarage,@EtihadAirways top of the day We sent an email regarding direct flight to Manchester pls revert,Strongly Negative,1
1124,ahmedafh,"@EtihadAirways
Hello, I want to claim missing miles, I have sent an email to retroclaims@etihadguest.com but they didn't respond to my email",Strongly Negative,1
1125,katie_gatens,@sushina_me Hi ! Would love to get in touch about a story for Etihad Airways - what's the best email to get in touch - urgently!,Strongly Positive,5
1126,lassie_dl,"@FrankRGardner Pls help! Etihad Airways lost my WHCH in 09/16. First agreed to compensate, then refused to pay. Have email proof. PLS HELP!!",Strongly Negative,1
1127,a_alok,A very #expensive one. You can #mail me my #prize,Neutral,3
